epoch,train_loss,val_loss,lr
1,0.010792462091649052,,
2,0.0006701446452636886,,
3,0.0005420320809171308,,
4,0.0004915435846932713,,
5,0.00047029844720104704,,
6,0.0004478232336314794,,
7,0.0004282507070499356,,
8,0.00042890177713460995,,
9,0.00042274469661204275,,
10,0.00040599090892507643,,
11,0.00041273034229536646,,
12,0.00039020659596083936,,
13,0.0003735528637054067,,
14,0.00037246963786616424,,
15,0.0003747996997268115,,
16,0.00035739180220277896,,
17,0.0003617900149825374,,
18,0.0003637764172067158,,
19,0.000354322598904893,,
20,0.0003661529403505273,,
21,0.00035355234087575544,,
22,0.00036016632186870143,,
23,0.00033833619336820747,,
24,0.0003444501975386092,,
25,0.0003468281203835516,,
26,0.0003329661852667569,,
27,0.0003273621290997086,,
28,0.00033612706617745325,,
29,0.00032510039701738467,,
30,0.0003274368338302736,,
31,0.0003235062853239326,,
32,0.00031412267000704275,,
33,0.00031071788424867164,,
34,0.0003073055309304203,,
35,0.00030363822718579113,,
36,0.0003104455793944706,,
37,0.0003155581946207207,,
38,0.00030300503413324724,,
39,0.0003045791965437352,,
40,0.00030051147114008083,,
41,0.00029580843728145063,,
42,0.00030069748450415695,,
43,0.00029041917720977467,,
44,0.00028628751585170893,,
45,0.0002832689068201684,,
46,0.0002854730068753554,,
47,0.0002781146265297288,,
48,0.0002813776750273399,,
49,0.00027044215262142903,,
50,0.0002648374727129809,,
51,0.00027035439079827004,,
52,0.00026358523629895614,,
53,0.00026606051000414816,,
54,0.00025665601748257823,,
55,0.00026394144252324896,,
56,0.00025108029518475515,,
57,0.0002484544859411599,,
58,0.00024785336799286873,,
59,0.00025048079151639423,,
60,0.00024772928851994033,,
61,0.00024728355776814986,,
62,0.00023693414016025762,,
63,0.00024165813655264924,,
64,0.000238624759839344,,
65,0.00023193374809087706,,
66,0.00023114440134981853,,
67,0.0002271828363718316,,
68,0.00022803101090072307,,
69,0.00022659777067284494,,
70,0.00022234600759890637,,
71,0.0002208271333574538,,
72,0.00022768558087807664,,
73,0.0002293780471037754,,
74,0.00021826379546029925,,
75,0.00021937097520463572,,
76,0.00021920729827848648,,
77,0.0002154336031061486,,
78,0.00021602119401103312,,
79,0.00021684846305172165,,
80,0.00021613561824121072,,
81,0.0002143186312598131,,
82,0.00021699679267187495,,
83,0.00021353168991701684,,
84,0.0002127512239116062,,
85,0.0002088882328468827,,
86,0.00021188052127478756,,
87,0.0002121652695716753,,
88,0.00020995906054834424,,
89,0.00021664598675475347,,
90,0.0002102198174537892,,
91,0.0002090677368478971,,
92,0.00021257870405231818,,
93,0.00020998147652192994,,
94,0.00021229878495760695,,
95,0.00021260267286821194,,
96,0.00020593747955840463,,
97,0.00020925666770435153,,
98,0.00021286025667000897,,
99,0.00020900795335897273,,
100,0.00020729304513201135,,
101,0.00020850197772940602,,
102,0.00021119214007092276,,
103,0.0002104824478136451,,
104,0.00020462967827533334,,
105,0.0002081126036656735,,
106,0.00020619182548643194,,
107,0.00020701848791818684,,
108,0.0002074426916107717,,
109,0.00020550938512972996,,
110,0.00020684771654457215,,
111,0.0002112054361635573,,
112,0.00020355896787786025,,
113,0.00020695438851748392,,
114,0.00020607033092241475,,
115,0.00020331001620723564,,
116,0.00020898663898160505,,
117,0.00020511099958527915,,
118,0.0002068945188791706,,
119,0.0002065040359646246,,
120,0.00020794059744712318,,
121,0.00020602164920326488,,
122,0.00020722604408112086,,
123,0.00020663366143477407,,
124,0.0002041126828127597,,
125,0.00020571973809728502,,
126,0.000204380181715378,,
127,0.0002034407834686761,,
128,0.00020159114663791583,,
129,0.0002055215599387638,,
130,0.00020445840855629998,,
131,0.0002031237113861563,,
132,0.0002052635802103713,,
133,0.00020726120392651107,,
134,0.000205644884720145,,
135,0.0002071381659622682,,
136,0.00020496460856563294,,
137,0.0002030301213286887,,
138,0.00020404491885015616,,
139,0.0002067117940086797,,
140,0.00020771658936563576,,
141,0.0002062234422694416,,
142,0.000204103328238383,,
143,0.00020658006171514874,,
144,0.00020529898472105142,,
145,0.0002053953348743744,,
146,0.0002066316479042936,,
147,0.00020901199916738053,,
148,0.00020736196901812205,,
149,0.0002071314417982405,,
150,0.00020644012470489025,,
151,0.00020870439976644365,,
152,0.00020658466896430233,,
153,0.000205728090042139,,
154,0.00020524842581338195,,
155,0.00020920288532956475,,
156,0.00020799607589334486,,
157,0.00020746147352764606,,
158,0.00020885354302920887,,
159,0.00020845247007157496,,
160,0.00020770031402684054,,
161,0.00021085425869835715,,
162,0.0002085706012974823,,
163,0.00020622155668985874,,
164,0.00020735031003731288,,
165,0.00020741737878067102,,
166,0.00020714231753908864,,
